Account Number,Legal Name,Owner First Name,Owner Middle Initial,Owner Last Name,Suffix,Legal Entity Owner,Title,Has Website,Social Media Presence,Marketplace Usage,Payment Digital Adoption,Active Social Media Channels,Social Media Posting Frequency,Year Started Digital Adoption,POS (Point of Sales) Usage,Online Ads Usage,E-Wallet Acceptance,Business Size,Monthly Revenue,Number of Employees,Location Type,Formalization Status,Willingness to Develop
ACC02838,Toko Maju,Jane,A,Davis,III,PT Makmur,Owner,Ya,Ya,Ya,Tidak,Tidak Ada,Setiap Hari,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,>30 Juta,>10 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC02839,Toko Sejahtera,John,A,Miller,III,PT Makmur,Director,Tidak,Tidak,Tidak,Tidak,TikTok,Beberapa Kali Sebulan,Belum Mengadopsi,Ya,Tidak,Tidak,Medium,5-15 Juta,>10 Orang,Rumah,Informal,Tidak Bersedia
ACC02840,Usaha Mandiri,John,A,Garcia,Sr.,Perorangan Bersama,President,Ya,Ya,Tidak,Tidak,WhatsApp,Jarang,2022-Sekarang,Tidak,Ya,Ya,Micro,<5 Juta,>10 Orang,Pasar,Formal,Bersedia
ACC02841,Kios Mandiri,Ella,C,Johnson,,CV Abadi,CEO,Tidak,Tidak,Tidak,Ya,TikTok,Beberapa Kali Sebulan,2015-2018,Ya,Tidak,Tidak,Micro,5-15 Juta,3-5 Orang,Rumah,Informal,Bersedia
ACC02842,Kios Mandiri,Ella,C,Brown,Sr.,CV Makmur,Owner,Tidak,Ya,Tidak,Tidak,Facebook,Setiap Hari,2019-2021,Ya,Tidak,Ya,Medium,5-15 Juta,1-2 Orang,Rumah,Dalam Proses,Bersedia
ACC02843,Kios Maju,Charlie,A,Brown,III,Perorangan Bersama,Owner,Tidak,Ya,Ya,Tidak,WhatsApp,Setiap Hari,<2015,Ya,Tidak,Ya,Micro,<5 Juta,6-10 Orang,Online-Only,Formal,Tidak Bersedia
ACC02844,UMKM Sejahtera,David,C,Garcia,Jr.,CV Abadi,Owner,Tidak,Tidak,Tidak,Tidak,Facebook,Beberapa Kali Sebulan,2019-2021,Ya,Tidak,Ya,Small,15-30 Juta,6-10 Orang,Pasar,Informal,Tidak Bersedia
ACC02845,Warung Sejahtera,Tom,,Williams,Jr.,PT Abadi,CEO,Tidak,Tidak,Ya,Ya,TikTok,Jarang,2019-2021,Ya,Tidak,Ya,Medium,15-30 Juta,1-2 Orang,Toko,Formal,Tidak Bersedia
ACC02846,UMKM Mandiri,Tom,,Martinez,,CV Sentosa,Owner,Tidak,Ya,Tidak,Tidak,WhatsApp,Tidak Pernah,<2015,Tidak,Tidak,Tidak,Micro,15-30 Juta,6-10 Orang,Pasar,Formal,Tidak Bersedia
ACC02847,Toko Maju,Alice,B,Jones,Jr.,PT Bersama,CEO,Ya,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,2022-Sekarang,Ya,Tidak,Tidak,Medium,5-15 Juta,3-5 Orang,Online-Only,Informal,Tidak Bersedia
ACC02848,Kios Maju,Ella,B,Martinez,III,Perorangan Utama,President,Ya,Ya,Ya,Tidak,Instagram,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,15-30 Juta,3-5 Orang,Pasar,Formal,Tidak Bersedia
ACC02849,UMKM Berkah,David,,Garcia,,UD Bersama,CEO,Ya,Ya,Ya,Ya,Facebook,Jarang,Belum Mengadopsi,Ya,Tidak,Tidak,Micro,<5 Juta,>10 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC02850,Toko Mandiri,Alice,A,Davis,,Perorangan Makmur,CEO,Ya,Ya,Ya,Tidak,Instagram,Setiap Hari,2019-2021,Tidak,Tidak,Tidak,Small,15-30 Juta,1-2 Orang,Toko,Informal,Bersedia
ACC02851,Kios Sejahtera,Ella,C,Miller,III,CV Utama,Owner,Tidak,Ya,Tidak,Tidak,Facebook,Jarang,2015-2018,Ya,Tidak,Tidak,Medium,<5 Juta,>10 Orang,Pasar,Informal,Tidak Bersedia
ACC02852,Usaha Maju,Ella,,Smith,Sr.,CV Utama,President,Ya,Ya,Tidak,Tidak,Facebook,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Tidak,Small,5-15 Juta,3-5 Orang,Toko,Dalam Proses,Bersedia
ACC02853,Kios Mandiri,Bob,A,Brown,,UD Makmur,CEO,Tidak,Ya,Ya,Tidak,WhatsApp,Jarang,2022-Sekarang,Tidak,Tidak,Ya,Small,5-15 Juta,3-5 Orang,Toko,Informal,Bersedia
ACC02854,Toko Berkah,Jane,D,Martinez,Sr.,UD Bersama,Owner,Tidak,Ya,Tidak,Tidak,Instagram,Jarang,2022-Sekarang,Ya,Ya,Tidak,Micro,<5 Juta,>10 Orang,Online-Only,Informal,Bersedia
ACC02855,Warung Berkah,Eve,B,Miller,III,Perorangan Utama,President,Ya,Ya,Tidak,Tidak,TikTok,Beberapa Kali Sebulan,<2015,Tidak,Tidak,Ya,Micro,15-30 Juta,1-2 Orang,Toko,Dalam Proses,Tidak Bersedia
ACC02856,UMKM Maju,Tom,C,Johnson,III,CV Abadi,Manager,Tidak,Ya,Ya,Tidak,WhatsApp,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Tidak,Micro,<5 Juta,1-2 Orang,Online-Only,Formal,Tidak Bersedia
ACC02857,Usaha Sejahtera,Alice,B,Smith,Jr.,PT Bersama,Owner,Tidak,Ya,Tidak,Tidak,Facebook,Tidak Pernah,Belum Mengadopsi,Tidak,Ya,Ya,Micro,<5 Juta,3-5 Orang,Rumah,Informal,Tidak Bersedia
ACC02858,Warung Sejahtera,Jane,B,Rodriguez,Jr.,CV Abadi,Director,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Sebulan,2015-2018,Tidak,Ya,Tidak,Micro,>30 Juta,6-10 Orang,Rumah,Formal,Tidak Bersedia
ACC02859,Kios Jaya,Alice,D,Jones,,UD Makmur,Director,Tidak,Ya,Tidak,Ya,Facebook,Setiap Hari,Belum Mengadopsi,Ya,Tidak,Ya,Micro,<5 Juta,1-2 Orang,Rumah,Formal,Bersedia
ACC02860,Warung Mandiri,David,A,Martinez,Sr.,PT Abadi,CEO,Ya,Ya,Tidak,Tidak,Facebook,Jarang,<2015,Ya,Tidak,Tidak,Medium,>30 Juta,1-2 Orang,Toko,Informal,Tidak Bersedia
ACC02861,Kios Berkah,Alice,,Williams,III,PT Sentosa,Director,Tidak,Ya,Ya,Tidak,TikTok,Setiap Hari,2015-2018,Tidak,Ya,Ya,Micro,<5 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC02862,Usaha Berkah,Eve,D,Martinez,,PT Bersama,Director,Ya,Ya,Tidak,Tidak,Tidak Ada,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Tidak,Small,15-30 Juta,1-2 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC02863,Warung Maju,Lucy,D,Davis,Sr.,UD Makmur,CEO,Tidak,Ya,Tidak,Ya,TikTok,Beberapa Kali Seminggu,Belum Mengadopsi,Ya,Ya,Ya,Micro,<5 Juta,>10 Orang,Toko,Formal,Bersedia
ACC02864,UMKM Sejahtera,David,B,Smith,,Perorangan Bersama,President,Tidak,Tidak,Tidak,Tidak,WhatsApp,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Tidak,Micro,<5 Juta,6-10 Orang,Toko,Formal,Bersedia
ACC02865,UMKM Berkah,Lucy,C,Jones,Sr.,UD Bersama,CEO,Ya,Tidak,Ya,Tidak,TikTok,Jarang,Belum Mengadopsi,Tidak,Tidak,Ya,Small,15-30 Juta,6-10 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC02866,UMKM Sejahtera,Ella,D,Garcia,Jr.,CV Sentosa,CEO,Ya,Tidak,Tidak,Tidak,WhatsApp,Beberapa Kali Sebulan,2015-2018,Tidak,Tidak,Tidak,Small,15-30 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC02867,UMKM Jaya,Charlie,D,Brown,Sr.,UD Bersama,Manager,Tidak,Tidak,Tidak,Ya,Instagram,Tidak Pernah,<2015,Tidak,Tidak,Tidak,Small,<5 Juta,1-2 Orang,Toko,Formal,Tidak Bersedia
ACC02868,UMKM Mandiri,John,C,Rodriguez,Jr.,Perorangan Makmur,Owner,Tidak,Tidak,Ya,Ya,TikTok,Setiap Hari,<2015,Tidak,Ya,Tidak,Micro,>30 Juta,1-2 Orang,Online-Only,Informal,Bersedia
ACC02869,Warung Sejahtera,Alice,B,Miller,III,PT Makmur,Director,Ya,Tidak,Ya,Tidak,Instagram,Beberapa Kali Sebulan,2019-2021,Tidak,Ya,Tidak,Small,>30 Juta,3-5 Orang,Rumah,Informal,Bersedia
ACC02870,UMKM Mandiri,Tom,D,Rodriguez,III,PT Bersama,Manager,Tidak,Tidak,Tidak,Tidak,TikTok,Tidak Pernah,2019-2021,Ya,Ya,Tidak,Medium,<5 Juta,1-2 Orang,Toko,Informal,Bersedia
ACC02871,Warung Mandiri,David,D,Davis,III,CV Abadi,Director,Ya,Ya,Ya,Tidak,WhatsApp,Setiap Hari,2015-2018,Tidak,Tidak,Tidak,Medium,15-30 Juta,1-2 Orang,Pasar,Informal,Tidak Bersedia
ACC02872,Warung Jaya,Ella,A,Miller,III,CV Makmur,President,Tidak,Ya,Tidak,Ya,Instagram,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Tidak,Medium,15-30 Juta,3-5 Orang,Toko,Formal,Bersedia
ACC02873,UMKM Berkah,Jane,A,Johnson,Sr.,PT Abadi,CEO,Ya,Ya,Ya,Ya,Tidak Ada,Beberapa Kali Sebulan,<2015,Tidak,Tidak,Ya,Medium,>30 Juta,6-10 Orang,Toko,Informal,Bersedia
ACC02874,Warung Sejahtera,John,D,Williams,,CV Utama,Manager,Tidak,Ya,Tidak,Ya,TikTok,Beberapa Kali Sebulan,2015-2018,Ya,Tidak,Tidak,Medium,<5 Juta,>10 Orang,Pasar,Informal,Tidak Bersedia
ACC02875,Kios Maju,Lucy,C,Martinez,III,UD Bersama,Manager,Ya,Ya,Ya,Tidak,WhatsApp,Tidak Pernah,2019-2021,Tidak,Tidak,Tidak,Micro,5-15 Juta,>10 Orang,Online-Only,Informal,Bersedia
ACC02876,Warung Sejahtera,Lucy,B,Davis,Sr.,PT Bersama,President,Ya,Ya,Tidak,Ya,WhatsApp,Setiap Hari,<2015,Tidak,Tidak,Tidak,Micro,5-15 Juta,>10 Orang,Rumah,Informal,Bersedia
ACC02877,Toko Jaya,Charlie,B,Miller,Jr.,CV Abadi,Director,Ya,Tidak,Tidak,Tidak,Facebook,Jarang,2019-2021,Tidak,Tidak,Ya,Micro,5-15 Juta,3-5 Orang,Pasar,Dalam Proses,Bersedia
ACC02878,Warung Jaya,Ella,A,Davis,III,CV Abadi,CEO,Tidak,Tidak,Ya,Ya,WhatsApp,Tidak Pernah,<2015,Ya,Tidak,Ya,Medium,5-15 Juta,>10 Orang,Rumah,Informal,Tidak Bersedia
ACC02879,UMKM Mandiri,Ella,D,Miller,Sr.,CV Bersama,CEO,Tidak,Tidak,Tidak,Ya,WhatsApp,Tidak Pernah,2015-2018,Tidak,Tidak,Ya,Medium,15-30 Juta,1-2 Orang,Online-Only,Dalam Proses,Bersedia
ACC02880,Kios Berkah,Ella,,Williams,III,CV Utama,CEO,Tidak,Ya,Ya,Tidak,TikTok,Tidak Pernah,<2015,Tidak,Tidak,Tidak,Medium,5-15 Juta,6-10 Orang,Toko,Informal,Bersedia
ACC02881,UMKM Jaya,Jane,D,Johnson,III,CV Utama,President,Tidak,Tidak,Ya,Ya,Instagram,Setiap Hari,2022-Sekarang,Ya,Tidak,Tidak,Micro,<5 Juta,1-2 Orang,Pasar,Formal,Bersedia
ACC02882,Usaha Mandiri,Lucy,,Brown,III,UD Utama,President,Ya,Tidak,Ya,Ya,TikTok,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Ya,Micro,>30 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC02883,Usaha Jaya,David,A,Garcia,Sr.,PT Makmur,CEO,Tidak,Ya,Ya,Tidak,TikTok,Jarang,<2015,Tidak,Tidak,Tidak,Small,>30 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC02884,Usaha Sejahtera,Tom,A,Jones,III,CV Sentosa,Manager,Tidak,Ya,Tidak,Ya,Tidak Ada,Jarang,2022-Sekarang,Tidak,Ya,Ya,Micro,15-30 Juta,3-5 Orang,Rumah,Formal,Tidak Bersedia
ACC02885,Warung Mandiri,Bob,D,Garcia,Jr.,CV Makmur,CEO,Tidak,Ya,Ya,Tidak,Tidak Ada,Jarang,2019-2021,Ya,Ya,Ya,Micro,15-30 Juta,3-5 Orang,Pasar,Informal,Bersedia
ACC02886,Warung Jaya,Tom,B,Miller,III,PT Abadi,Director,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Ya,Tidak,Small,5-15 Juta,>10 Orang,Toko,Formal,Tidak Bersedia
ACC02887,UMKM Berkah,Lucy,D,Johnson,,CV Bersama,Director,Ya,Ya,Ya,Ya,Tidak Ada,Tidak Pernah,<2015,Ya,Ya,Tidak,Medium,5-15 Juta,1-2 Orang,Rumah,Informal,Bersedia
ACC02888,Usaha Mandiri,Eve,C,Jones,III,UD Utama,President,Ya,Ya,Tidak,Tidak,Facebook,Beberapa Kali Seminggu,<2015,Ya,Tidak,Ya,Micro,<5 Juta,1-2 Orang,Pasar,Informal,Tidak Bersedia
ACC02889,Usaha Berkah,Lucy,C,Brown,Sr.,PT Sentosa,President,Ya,Ya,Ya,Ya,WhatsApp,Jarang,2015-2018,Tidak,Tidak,Ya,Medium,>30 Juta,3-5 Orang,Pasar,Formal,Bersedia
ACC02890,Warung Jaya,Jane,,Johnson,Jr.,PT Bersama,CEO,Tidak,Tidak,Ya,Ya,TikTok,Tidak Pernah,<2015,Ya,Tidak,Tidak,Medium,<5 Juta,>10 Orang,Toko,Dalam Proses,Bersedia
ACC02891,Toko Jaya,Alice,B,Garcia,III,PT Utama,Director,Tidak,Ya,Tidak,Tidak,Instagram,Setiap Hari,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,>30 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC02892,UMKM Mandiri,Bob,B,Brown,,UD Abadi,Owner,Tidak,Ya,Tidak,Ya,Tidak Ada,Jarang,2019-2021,Tidak,Tidak,Ya,Micro,15-30 Juta,6-10 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC02893,Kios Mandiri,Tom,B,Rodriguez,,CV Bersama,President,Ya,Tidak,Tidak,Ya,Facebook,Tidak Pernah,2015-2018,Tidak,Ya,Ya,Medium,15-30 Juta,3-5 Orang,Online-Only,Formal,Bersedia
ACC02894,Warung Berkah,Bob,A,Brown,,PT Makmur,Manager,Tidak,Ya,Tidak,Ya,Tidak Ada,Setiap Hari,Belum Mengadopsi,Ya,Tidak,Ya,Small,>30 Juta,3-5 Orang,Toko,Formal,Bersedia
ACC02895,Kios Berkah,Tom,A,Jones,III,Perorangan Utama,CEO,Ya,Ya,Ya,Tidak,Facebook,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Ya,Micro,<5 Juta,>10 Orang,Pasar,Formal,Tidak Bersedia
ACC02896,Usaha Berkah,Tom,C,Rodriguez,Sr.,UD Abadi,President,Tidak,Tidak,Tidak,Tidak,Facebook,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,5-15 Juta,3-5 Orang,Online-Only,Formal,Bersedia
ACC02897,Warung Sejahtera,John,A,Martinez,Sr.,PT Makmur,President,Ya,Ya,Tidak,Tidak,Facebook,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Ya,Medium,>30 Juta,3-5 Orang,Pasar,Informal,Bersedia
ACC02898,Toko Mandiri,Charlie,C,Martinez,Jr.,CV Makmur,CEO,Tidak,Ya,Tidak,Ya,TikTok,Beberapa Kali Seminggu,2019-2021,Tidak,Tidak,Tidak,Small,5-15 Juta,>10 Orang,Rumah,Formal,Bersedia
ACC02899,Warung Maju,John,,Garcia,Sr.,PT Utama,CEO,Tidak,Tidak,Ya,Ya,WhatsApp,Setiap Hari,<2015,Tidak,Ya,Ya,Small,>30 Juta,>10 Orang,Rumah,Informal,Bersedia
ACC02900,Toko Mandiri,David,D,Brown,,UD Bersama,Director,Tidak,Ya,Ya,Ya,TikTok,Beberapa Kali Seminggu,2022-Sekarang,Tidak,Tidak,Tidak,Small,>30 Juta,6-10 Orang,Pasar,Formal,Bersedia
ACC02901,Kios Berkah,John,,Johnson,III,Perorangan Utama,Director,Ya,Ya,Ya,Tidak,WhatsApp,Jarang,2015-2018,Ya,Tidak,Ya,Medium,<5 Juta,>10 Orang,Rumah,Informal,Tidak Bersedia
ACC02902,Warung Sejahtera,Eve,D,Williams,,PT Sentosa,Owner,Ya,Tidak,Tidak,Tidak,Instagram,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Ya,Medium,5-15 Juta,3-5 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC02903,Toko Maju,Bob,B,Smith,III,Perorangan Abadi,CEO,Ya,Tidak,Tidak,Ya,Tidak Ada,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Tidak,Small,>30 Juta,1-2 Orang,Online-Only,Informal,Tidak Bersedia
ACC02904,Usaha Berkah,Jane,C,Smith,III,PT Bersama,CEO,Tidak,Tidak,Ya,Tidak,TikTok,Jarang,<2015,Tidak,Tidak,Tidak,Micro,5-15 Juta,>10 Orang,Toko,Formal,Bersedia
ACC02905,Toko Sejahtera,Bob,B,Rodriguez,Sr.,PT Bersama,Director,Ya,Tidak,Ya,Ya,Tidak Ada,Tidak Pernah,2015-2018,Ya,Tidak,Ya,Small,5-15 Juta,6-10 Orang,Pasar,Dalam Proses,Bersedia
ACC02906,Kios Berkah,Ella,A,Garcia,III,UD Makmur,Owner,Ya,Ya,Tidak,Ya,Tidak Ada,Jarang,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,15-30 Juta,6-10 Orang,Rumah,Dalam Proses,Tidak Bersedia
ACC02907,Usaha Sejahtera,Lucy,C,Martinez,Jr.,CV Bersama,Owner,Tidak,Ya,Ya,Tidak,Instagram,Tidak Pernah,Belum Mengadopsi,Ya,Tidak,Ya,Small,<5 Juta,6-10 Orang,Pasar,Dalam Proses,Bersedia
ACC02908,Warung Mandiri,Ella,D,Smith,Sr.,Perorangan Sentosa,CEO,Ya,Ya,Tidak,Tidak,Tidak Ada,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Tidak,Small,<5 Juta,1-2 Orang,Pasar,Formal,Bersedia
ACC02909,Warung Mandiri,Tom,B,Jones,III,PT Bersama,CEO,Tidak,Tidak,Ya,Ya,WhatsApp,Beberapa Kali Sebulan,2022-Sekarang,Ya,Tidak,Tidak,Micro,5-15 Juta,1-2 Orang,Rumah,Formal,Tidak Bersedia
ACC02910,Warung Jaya,Bob,C,Smith,Jr.,UD Bersama,President,Ya,Tidak,Tidak,Tidak,TikTok,Beberapa Kali Seminggu,Belum Mengadopsi,Ya,Ya,Ya,Micro,<5 Juta,1-2 Orang,Pasar,Formal,Tidak Bersedia
ACC02911,UMKM Mandiri,Lucy,C,Smith,Sr.,PT Makmur,Owner,Tidak,Tidak,Ya,Ya,Instagram,Beberapa Kali Sebulan,Belum Mengadopsi,Tidak,Tidak,Ya,Micro,<5 Juta,3-5 Orang,Online-Only,Informal,Bersedia
ACC02912,Warung Berkah,Charlie,A,Williams,Jr.,CV Bersama,President,Ya,Ya,Tidak,Tidak,WhatsApp,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Ya,Medium,15-30 Juta,>10 Orang,Pasar,Dalam Proses,Bersedia
ACC02913,Warung Sejahtera,David,,Jones,Jr.,Perorangan Makmur,Owner,Tidak,Ya,Tidak,Tidak,WhatsApp,Setiap Hari,Belum Mengadopsi,Ya,Tidak,Tidak,Medium,<5 Juta,6-10 Orang,Toko,Dalam Proses,Bersedia
ACC02914,Kios Maju,Tom,D,Johnson,Sr.,UD Sentosa,Director,Tidak,Tidak,Tidak,Ya,Instagram,Tidak Pernah,2022-Sekarang,Ya,Ya,Ya,Micro,<5 Juta,1-2 Orang,Toko,Informal,Tidak Bersedia
ACC02915,Usaha Sejahtera,Lucy,A,Davis,,CV Bersama,CEO,Tidak,Ya,Ya,Ya,Instagram,Beberapa Kali Seminggu,2022-Sekarang,Ya,Tidak,Tidak,Medium,>30 Juta,6-10 Orang,Toko,Dalam Proses,Bersedia
ACC02916,Usaha Sejahtera,Ella,B,Smith,,PT Utama,Owner,Ya,Ya,Tidak,Tidak,Tidak Ada,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Ya,Medium,>30 Juta,3-5 Orang,Online-Only,Formal,Bersedia
ACC02917,Usaha Maju,John,A,Brown,,CV Abadi,Manager,Tidak,Tidak,Ya,Ya,Facebook,Beberapa Kali Sebulan,2022-Sekarang,Tidak,Tidak,Tidak,Medium,>30 Juta,6-10 Orang,Pasar,Formal,Bersedia
ACC02918,Usaha Berkah,Charlie,D,Miller,,Perorangan Abadi,Owner,Ya,Tidak,Tidak,Tidak,WhatsApp,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Ya,Small,>30 Juta,6-10 Orang,Pasar,Formal,Bersedia
ACC02919,Usaha Sejahtera,Bob,,Jones,,Perorangan Makmur,President,Tidak,Ya,Ya,Ya,WhatsApp,Tidak Pernah,2015-2018,Tidak,Tidak,Ya,Medium,<5 Juta,3-5 Orang,Rumah,Informal,Tidak Bersedia
ACC02920,Warung Maju,Jane,,Williams,Jr.,CV Utama,CEO,Ya,Ya,Tidak,Tidak,Facebook,Setiap Hari,2019-2021,Ya,Tidak,Tidak,Small,5-15 Juta,6-10 Orang,Toko,Formal,Tidak Bersedia
ACC02921,Toko Maju,Alice,A,Brown,Jr.,CV Utama,CEO,Tidak,Ya,Ya,Ya,WhatsApp,Setiap Hari,2022-Sekarang,Tidak,Tidak,Tidak,Small,>30 Juta,1-2 Orang,Pasar,Informal,Bersedia
ACC02922,Kios Sejahtera,David,B,Davis,,Perorangan Abadi,President,Ya,Tidak,Ya,Tidak,TikTok,Beberapa Kali Sebulan,2019-2021,Tidak,Tidak,Tidak,Medium,>30 Juta,1-2 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC02923,Usaha Jaya,Alice,D,Brown,Sr.,UD Abadi,Owner,Tidak,Ya,Ya,Ya,Tidak Ada,Tidak Pernah,<2015,Tidak,Tidak,Tidak,Small,5-15 Juta,1-2 Orang,Rumah,Dalam Proses,Bersedia
ACC02924,Usaha Sejahtera,Jane,A,Brown,,PT Makmur,CEO,Tidak,Ya,Ya,Tidak,Tidak Ada,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Ya,Micro,5-15 Juta,>10 Orang,Pasar,Informal,Bersedia
ACC02925,UMKM Sejahtera,Jane,C,Johnson,Sr.,Perorangan Makmur,CEO,Tidak,Tidak,Ya,Ya,TikTok,Beberapa Kali Seminggu,Belum Mengadopsi,Tidak,Tidak,Ya,Small,5-15 Juta,6-10 Orang,Online-Only,Informal,Bersedia
ACC02926,Kios Sejahtera,Jane,D,Brown,,Perorangan Sentosa,Director,Ya,Ya,Ya,Ya,Facebook,Tidak Pernah,2019-2021,Tidak,Tidak,Tidak,Small,15-30 Juta,3-5 Orang,Pasar,Informal,Bersedia
ACC02927,Warung Maju,Alice,B,Jones,,PT Sentosa,CEO,Ya,Ya,Ya,Ya,Instagram,Jarang,2022-Sekarang,Ya,Tidak,Tidak,Small,5-15 Juta,3-5 Orang,Online-Only,Formal,Bersedia
ACC02928,UMKM Jaya,Eve,A,Williams,,Perorangan Bersama,CEO,Tidak,Ya,Ya,Tidak,WhatsApp,Setiap Hari,2015-2018,Tidak,Tidak,Ya,Micro,<5 Juta,>10 Orang,Pasar,Dalam Proses,Bersedia
ACC02929,Usaha Berkah,Tom,A,Jones,,CV Sentosa,Director,Ya,Ya,Ya,Ya,WhatsApp,Jarang,2022-Sekarang,Tidak,Tidak,Tidak,Micro,<5 Juta,>10 Orang,Toko,Informal,Bersedia
ACC02930,Usaha Mandiri,Alice,B,Johnson,Jr.,UD Makmur,Owner,Ya,Ya,Ya,Tidak,Instagram,Beberapa Kali Seminggu,2019-2021,Tidak,Tidak,Ya,Medium,15-30 Juta,1-2 Orang,Rumah,Informal,Bersedia
ACC02931,Warung Jaya,Jane,C,Jones,,PT Bersama,Director,Tidak,Ya,Tidak,Ya,Instagram,Tidak Pernah,2022-Sekarang,Tidak,Tidak,Tidak,Medium,>30 Juta,3-5 Orang,Online-Only,Formal,Tidak Bersedia
ACC02932,Toko Sejahtera,David,,Davis,,CV Bersama,Director,Tidak,Tidak,Tidak,Ya,Facebook,Beberapa Kali Seminggu,2019-2021,Ya,Tidak,Tidak,Medium,5-15 Juta,>10 Orang,Pasar,Formal,Bersedia
ACC02933,Toko Berkah,Jane,B,Johnson,III,UD Utama,Manager,Tidak,Ya,Ya,Ya,WhatsApp,Setiap Hari,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,>30 Juta,>10 Orang,Pasar,Dalam Proses,Tidak Bersedia
ACC02934,UMKM Maju,Lucy,,Rodriguez,Sr.,Perorangan Abadi,Manager,Tidak,Ya,Tidak,Tidak,Instagram,Beberapa Kali Seminggu,Belum Mengadopsi,Ya,Tidak,Tidak,Micro,<5 Juta,1-2 Orang,Online-Only,Formal,Tidak Bersedia
ACC02935,Toko Mandiri,Tom,A,Martinez,III,UD Abadi,Manager,Tidak,Ya,Tidak,Tidak,WhatsApp,Tidak Pernah,Belum Mengadopsi,Tidak,Tidak,Tidak,Medium,15-30 Juta,6-10 Orang,Online-Only,Formal,Bersedia
ACC02936,Usaha Mandiri,Tom,,Davis,Sr.,CV Abadi,Director,Ya,Ya,Ya,Tidak,TikTok,Tidak Pernah,2019-2021,Tidak,Ya,Tidak,Micro,15-30 Juta,6-10 Orang,Pasar,Formal,Bersedia
ACC02937,UMKM Berkah,Charlie,C,Miller,,UD Utama,President,Tidak,Ya,Tidak,Ya,Instagram,Tidak Pernah,Belum Mengadopsi,Tidak,Ya,Ya,Micro,>30 Juta,6-10 Orang,Online-Only,Informal,Tidak Bersedia
ACC02938,Usaha Mandiri,David,C,Williams,Sr.,Perorangan Bersama,Manager,Ya,Ya,Tidak,Ya,Facebook,Setiap Hari,<2015,Tidak,Ya,Tidak,Micro,>30 Juta,6-10 Orang,Online-Only,Dalam Proses,Tidak Bersedia
ACC02939,Usaha Berkah,David,C,Johnson,III,Perorangan Abadi,Owner,Tidak,Ya,Ya,Ya,Facebook,Beberapa Kali Seminggu,2015-2018,Tidak,Tidak,Ya,Medium,5-15 Juta,>10 Orang,Online-Only,Informal,Bersedia
ACC02940,UMKM Jaya,Ella,,Davis,III,PT Sentosa,Manager,Tidak,Ya,Ya,Tidak,WhatsApp,Setiap Hari,2019-2021,Tidak,Tidak,Ya,Small,15-30 Juta,3-5 Orang,Online-Only,Formal,Bersedia
ACC02941,UMKM Mandiri,Bob,D,Davis,,Perorangan Utama,CEO,Tidak,Ya,Ya,Ya,WhatsApp,Setiap Hari,Belum Mengadopsi,Ya,Tidak,Tidak,Micro,<5 Juta,6-10 Orang,Pasar,Formal,Tidak Bersedia
ACC02942,Warung Sejahtera,Charlie,D,Martinez,Sr.,Perorangan Utama,CEO,Tidak,Tidak,Ya,Tidak,Facebook,Beberapa Kali Seminggu,<2015,Tidak,Tidak,Ya,Micro,15-30 Juta,>10 Orang,Rumah,Informal,Bersedia
